country,year,children_per_woman_total_fertility,government_health_spending_per_person_us,life_expectancy_years
Montenegro,1999,1.89,71.6,73.8
Montenegro,2000,1.88,80.7,73.9
Montenegro,2001,1.87,110,74
Montenegro,2002,1.86,120,74.2
Montenegro,2003,1.85,181,74.3
Montenegro,2004,1.85,207,74.4
Montenegro,2005,1.84,217,74.5
Montenegro,2006,1.83,242,74.7
Montenegro,2007,1.82,317,75
Montenegro,2008,1.81,404,75.3
Montenegro,2009,1.79,443,75.7
Montenegro,2010,1.77,389,76
Morocco,1995,3.3,15.4,67.9
Morocco,1996,3.16,16.4,68.2
Morocco,1997,3.04,13.8,68.3
Morocco,1998,2.93,16.1,68.7
Morocco,1999,2.85,16.1,68.9
Morocco,2000,2.78,15.8,69.3
Morocco,2001,2.72,18.5,69.7
Morocco,2002,2.68,18.9,70
Morocco,2003,2.64,23.4,70.3
Morocco,2004,2.61,27.1,70.5
Morocco,2005,2.59,28.1,70.8
Morocco,2006,2.57,36.6,71.1
Morocco,2007,2.56,45.6,71.4
Morocco,2008,2.56,54.3,71.6
Morocco,2009,2.57,58.7,71.9
Morocco,2010,2.58,56.2,72.1
Mozambique,1995,5.96,4.88,50.6
Mozambique,1996,5.92,5.13,50.6
Mozambique,1997,5.88,6.68,50.5
Mozambique,1998,5.85,7.42,50.6
Mozambique,1999,5.83,9.12,50.6
Mozambique,2000,5.82,10.2,50.5
Mozambique,2001,5.81,8.65,50.6
Mozambique,2002,5.8,9.82,50.5
Mozambique,2003,5.78,9.72,50.6
Mozambique,2004,5.76,9.91,50.6
Mozambique,2005,5.74,13.6,50.6
Mozambique,2006,5.71,13.2,50.6
Mozambique,2007,5.67,13,50.8
Mozambique,2008,5.64,12.9,51.3
Mozambique,2009,5.6,16.8,51.7
Mozambique,2010,5.56,15.3,52
Myanmar,1995,3.04,0.49,56.9
Myanmar,1996,2.99,0.4,57.2
Myanmar,1997,2.97,0.28,57.6
Myanmar,1998,2.95,0.2,57.9
Myanmar,1999,2.93,0.27,58.3
Myanmar,2000,2.91,0.45,58.7
Myanmar,2001,2.89,0.31,59.1
Myanmar,2002,2.87,0.46,59.6
Myanmar,2003,2.83,0.49,60.1
Myanmar,2004,2.78,0.667,60.6
Myanmar,2005,2.72,0.46,61.2
Myanmar,2006,2.66,0.836,61.9
Myanmar,2007,2.59,0.882,62.5
Myanmar,2008,2.53,1.18,57.6
Myanmar,2009,2.47,1.62,64
Myanmar,2010,2.41,2.09,64.8
Namibia,1995,4.59,93.7,59.8
Namibia,1996,4.47,97.6,58.9
Namibia,1997,4.35,102,57.9
Namibia,1998,4.23,93.4,56.8
Namibia,1999,4.12,93.5,55.7
Namibia,2000,4.02,86.9,54.5
Namibia,2001,3.93,63.6,53.9
Namibia,2002,3.84,60.9,53.1
Namibia,2003,3.77,91.4,52.6
Namibia,2004,3.71,104,52.4
Namibia,2005,3.67,125,52.6
Namibia,2006,3.64,118,53.3
Namibia,2007,3.62,154,54.5
Namibia,2008,3.61,150,56
Namibia,2009,3.61,163,57.3
Namibia,2010,3.61,211,59
Nepal,1995,4.72,1.6,62
Nepal,1996,4.6,1.67,62.8
Nepal,1997,4.47,2.23,63.6
Nepal,1998,4.33,2.38,64.3
Nepal,1999,4.18,2.1,65.1
Nepal,2000,4.03,2.48,65.7
Nepal,2001,3.88,3.55,66.4
Nepal,2002,3.72,3.58,66.5
Nepal,2003,3.58,3.54,67.3
Nepal,2004,3.43,4.75,67.5
Nepal,2005,3.29,5.73,68
Nepal,2006,3.15,7.03,68.3
Nepal,2007,3.01,6.96,68.5
Nepal,2008,2.87,8.9,68.7
Nepal,2009,2.74,9.6,69
Nepal,2010,2.61,9.9,69.2
Netherlands,1995,1.53,1600,77.6
Netherlands,1996,1.53,1460,77.6
Netherlands,1997,1.56,1340,77.9
Netherlands,1998,1.63,1330,78
Netherlands,1999,1.65,1320,78
Netherlands,2000,1.72,1210,78.1
Netherlands,2001,1.71,1300,78.3
Netherlands,2002,1.73,1500,78.4
Netherlands,2003,1.75,1980,78.6
Netherlands,2004,1.73,2240,79.1
Netherlands,2005,1.71,2330,79.5
Netherlands,2006,1.72,3050,79.8
Netherlands,2007,1.72,3480,80.2
Netherlands,2008,1.77,3940,80.3
Netherlands,2009,1.79,4550,80.6
Netherlands,2010,1.8,4430,80.8
New Zealand,1995,2.11,917,76.5
New Zealand,1996,2.07,980,76.8
New Zealand,1997,2.05,1000,77.2
New Zealand,1998,1.96,866,77.8
New Zealand,1999,2,894,77.9
New Zealand,2000,1.98,820,78.3
New Zealand,2001,1.96,804,78.6
New Zealand,2002,1.95,969,78.7
New Zealand,2003,1.98,1260,78.9
New Zealand,2004,2.02,1570,79.3
New Zealand,2005,2.05,1820,79.7
New Zealand,2006,2.09,1840,79.9
New Zealand,2007,2.11,2220,80
New Zealand,2008,2.12,2340,80.1
New Zealand,2009,2.13,2240,80.4
New Zealand,2010,2.12,2730,80.7
Niger,1995,7.73,2.81,48.6
Niger,1996,7.72,2.54,49.4
Niger,1997,7.71,2.96,50
Niger,1998,7.7,3.29,50.7
Niger,1999,7.69,3.08,51.3
Niger,2000,7.68,2.32,51.8
Niger,2001,7.67,2.99,52.4
Niger,2002,7.66,3.37,53.2
Niger,2003,7.64,3.66,54
Niger,2004,7.63,4.26,54.9
Niger,2005,7.61,7.72,55.7
Niger,2006,7.59,8.6,56.5
Niger,2007,7.57,8.18,57.2
Niger,2008,7.54,10.1,58
Niger,2009,7.52,9.55,58.5
Niger,2010,7.49,9.3,59.1
Nigeria,1995,6.26,9.31,55.4
Nigeria,1996,6.22,10.6,55.2
Nigeria,1997,6.19,12.5,55.4
Nigeria,1998,6.16,15.9,55.3
Nigeria,1999,6.13,4.7,55.2
Nigeria,2000,6.11,5.72,55.2
Nigeria,2001,6.08,5.7,55.4
Nigeria,2002,6.06,4.55,55.7
Nigeria,2003,6.04,8.6,56
Nigeria,2004,6.01,14.7,56.5
Nigeria,2005,5.99,15.5,57.3
Nigeria,2006,5.96,20.1,57.9
Nigeria,2007,5.93,26.8,58.5
Nigeria,2008,5.9,32.6,59.2
Nigeria,2009,5.87,23.4,59.9
Nigeria,2010,5.84,23.8,60.5
North Macedonia,1995,1.98,118,72.7
North Macedonia,1996,1.92,119,72.9
North Macedonia,1997,1.86,107,73.1
North Macedonia,1998,1.81,120,73.2
North Macedonia,1999,1.77,98.1,73.8
North Macedonia,2000,1.72,90.1,73.9
North Macedonia,2001,1.68,85.2,73.7
North Macedonia,2002,1.64,103,73.9
North Macedonia,2003,1.61,128,74.1
North Macedonia,2004,1.57,141,74.7
North Macedonia,2005,1.53,147,74.8
North Macedonia,2006,1.5,164,74.8
North Macedonia,2007,1.48,176,74.9
North Macedonia,2008,1.47,223,75.4
North Macedonia,2009,1.46,207,75.5
North Macedonia,2010,1.47,202,75.9
Norway,1995,1.87,2510,77.9
Norway,1996,1.89,2570,78
Norway,1997,1.86,2450,78.3
Norway,1998,1.81,2590,78.3
Norway,1999,1.85,2750,78.5
Norway,2000,1.85,2600,78.6
Norway,2001,1.78,2790,78.8
Norway,2002,1.75,3460,79
Norway,2003,1.8,4130,79.5
Norway,2004,1.83,4540,79.8
Norway,2005,1.84,4960,80.1
Norway,2006,1.9,5230,80.4
Norway,2007,1.9,6150,80.5
Norway,2008,1.96,6800,80.7
Norway,2009,1.98,6340,80.8
Norway,2010,1.95,6790,80.9
Oman,1995,5.35,187,71
Oman,1996,4.98,199,71.4
Oman,1997,4.63,192,71.8
Oman,1998,4.3,186,72.2
Oman,1999,3.99,199,72.7
Oman,2000,3.72,216,73
Oman,2001,3.48,216,73.4
Oman,2002,3.29,232,73.7
Oman,2003,3.14,243,74.1
Oman,2004,3.03,254,74.5
Oman,2005,2.95,272,74.9
Oman,2006,2.91,278,75.1
Oman,2007,2.89,323,75.2
Oman,2008,2.89,366,75.2
Oman,2009,2.9,410,75.3
Oman,2010,2.9,460,75.2
Pakistan,1995,5.34,3.88,61.2
Pakistan,1996,5.2,4.08,61.3
Pakistan,1997,5.05,3.68,61.3
Pakistan,1998,4.89,3.12,61.5
Pakistan,1999,4.73,2.97,61.7
Pakistan,2000,4.58,3.16,61.9
Pakistan,2001,4.44,2.67,62.1
Pakistan,2002,4.31,4.17,62.3
Pakistan,2003,4.21,3.65,62.4
Pakistan,2004,4.13,4.32,62.6
Pakistan,2005,4.07,4.81,61.8
Pakistan,2006,4.02,6.38,63.1
Pakistan,2007,3.98,6.92,63.5
Pakistan,2008,3.94,7.39,63.7
Pakistan,2009,3.9,6.99,64
Pakistan,2010,3.86,8.38,64.3
Panama,1995,2.85,155,75.9
Panama,1996,2.83,158,76.2
Panama,1997,2.81,176,76
Panama,1998,2.79,182,76.3
Panama,1999,2.77,180,77
Panama,2000,2.74,208,77.4
Panama,2001,2.72,203,77.7
Panama,2002,2.7,222,77.8
Panama,2003,2.68,209,77.8
Panama,2004,2.66,254,78
Panama,2005,2.65,249,78
Panama,2006,2.64,246,78
Panama,2007,2.64,255,78.2
Panama,2008,2.63,341,78.1
Panama,2009,2.63,422,78.1
Panama,2010,2.62,463,78.2
Papua New Guinea,1995,4.67,31,55.6
Papua New Guinea,1996,4.65,33.4,55.8
Papua New Guinea,1997,4.63,27.2,56
Papua New Guinea,1998,4.6,23.4,55.3
Papua New Guinea,1999,4.57,22.1,56
Papua New Guinea,2000,4.53,21.2,56
Papua New Guinea,2001,4.48,20.9,55.9
Papua New Guinea,2002,4.42,19.2,55.8
Papua New Guinea,2003,4.37,19.9,55.7
Papua New Guinea,2004,4.32,24.9,55.6
Papua New Guinea,2005,4.26,24.6,55.6
Papua New Guinea,2006,4.21,23.7,55.6
Papua New Guinea,2007,4.16,23.1,55.7
Papua New Guinea,2008,4.1,30.1,55.9
Papua New Guinea,2009,4.04,30.9,56
Papua New Guinea,2010,3.99,35.4,56.3
Paraguay,1995,4.11,40.3,74
Paraguay,1996,4.01,50.6,74
Paraguay,1997,3.91,48.3,74.4
Paraguay,1998,3.8,49.7,74.5
Paraguay,1999,3.68,48.6,74.5
Paraguay,2000,3.55,49.5,74.5
Paraguay,2001,3.43,37.3,74.8
Paraguay,2002,3.32,26,74.9
Paraguay,2003,3.21,23.2,74.7
Paraguay,2004,3.12,27.8,74.1
Paraguay,2005,3.04,31.2,74.4
Paraguay,2006,2.97,41.6,74.3
Paraguay,2007,2.91,49.2,74.8
Paraguay,2008,2.85,66.3,74.9
Paraguay,2009,2.79,57.4,74.7
Paraguay,2010,2.73,59.3,74.6
Peru,1995,3.32,54.9,71.4
Peru,1996,3.23,56.8,72
Peru,1997,3.14,54.3,72.6
Peru,1998,3.06,57,73.1
Peru,1999,2.99,55.7,74.2
Peru,2000,2.93,56.8,74.7
Peru,2001,2.87,55.8,75.6
Peru,2002,2.82,59.2,76
Peru,2003,2.77,60.4,75.9
Peru,2004,2.73,65.7,76.3
Peru,2005,2.68,76.3,76.8
Peru,2006,2.65,84.3,77.4
Peru,2007,2.62,113,77.9
Peru,2008,2.59,160,77.9
Peru,2009,2.57,136,77.4
Peru,2010,2.55,145,77.5
Philippines,1995,4.01,14.6,69
Philippines,1996,3.96,17,69.3
Philippines,1997,3.92,17.7,69.3
Philippines,1998,3.89,13.4,69.4
Philippines,1999,3.85,15.7,69.5
Philippines,2000,3.81,16,69.3
Philippines,2001,3.77,12.8,69.2
Philippines,2002,3.71,11.3,69.1
Philippines,2003,3.65,13.3,69.1
Philippines,2004,3.58,14,69.2
Philippines,2005,3.5,16.5,69.1
Philippines,2006,3.43,17.1,69
Philippines,2007,3.35,19.9,69.2
Philippines,2008,3.28,20.9,69.2
Philippines,2009,3.21,23.2,69.1
Philippines,2010,3.16,27.3,69.2
Poland,1995,1.73,145,72.1
Poland,1996,1.65,177,72.6
Poland,1997,1.56,166,72.8
Poland,1998,1.48,174,73.2
Poland,1999,1.41,179,73.2
Poland,2000,1.35,173,73.9
Poland,2001,1.31,210,74.3
Poland,2002,1.28,234,74.7
Poland,2003,1.28,248,74.9
Poland,2004,1.28,282,75
Poland,2005,1.3,343,75.2
Poland,2006,1.32,388,75.3
Poland,2007,1.34,508,75.3
Poland,2008,1.36,703,75.6
Poland,2009,1.37,600,75.9
Poland,2010,1.37,666,76.4
Portugal,1995,1.46,547,75.3
Portugal,1996,1.45,613,75.3
Portugal,1997,1.45,586,75.7
Portugal,1998,1.46,626,76
Portugal,1999,1.46,666,76.3
Portugal,2000,1.46,704,76.7
Portugal,2001,1.46,716,77
Portugal,2002,1.45,805,77.3
Portugal,2003,1.44,1030,77.6
Portugal,2004,1.43,1190,78.3
Portugal,2005,1.42,1260,78.8
Portugal,2006,1.4,1270,79.1
Portugal,2007,1.38,1440,79.3
Portugal,2008,1.36,1550,79.5
Portugal,2009,1.34,1600,79.7
Portugal,2010,1.33,1610,80
Qatar,1995,3.59,377,72.2
Qatar,1996,3.53,429,72.4
Qatar,1997,3.47,467,72.6
Qatar,1998,3.41,424,73
Qatar,1999,3.33,424,73.5
Qatar,2000,3.24,473,74.1
Qatar,2001,3.12,554,74.9
Qatar,2002,3,632,75.5
Qatar,2003,2.86,1260,76.1
Qatar,2004,2.71,1350,76.6
Qatar,2005,2.57,1380,76.6
Qatar,2006,2.43,1350,76.9
Qatar,2007,2.31,1320,77.2
Qatar,2008,2.21,1300,77.3
Qatar,2009,2.13,1260,77.6
Qatar,2010,2.07,1150,78
Romania,1995,1.37,39.9,69.4
Romania,1996,1.34,38.8,69
Romania,1997,1.32,52.6,69.1
Romania,1998,1.31,52.9,69.9
Romania,1999,1.31,53.9,70.7
Romania,2000,1.31,58.6,71.1
Romania,2001,1.31,64.2,71.1
Romania,2002,1.32,79.6,71.1
Romania,2003,1.33,124,71.4
Romania,2004,1.36,143,71.9
Romania,2005,1.38,204,72.2
Romania,2006,1.4,231,72.7
Romania,2007,1.43,342,73.2
Romania,2008,1.45,424,73.3
Romania,2009,1.46,341,73.4
Romania,2010,1.47,334,73.7
Russia,1995,1.34,83.5,64.8
Russia,1996,1.27,105,66
Russia,1997,1.22,137,67.1
Russia,1998,1.23,79,67.4
Russia,1999,1.16,47.7,66.2
Russia,2000,1.2,57.5,65.5
Russia,2001,1.22,69.8,65.5
Russia,2002,1.29,83.7,65.3
Russia,2003,1.33,98,65.1
Russia,2004,1.34,127,65.3
Russia,2005,1.29,172,64.8
Russia,2006,1.3,231,66.3
Russia,2007,1.41,313,67.3
Russia,2008,1.49,361,67.5
Russia,2009,1.54,302,68.4
Russia,2010,1.57,326,68.1
Rwanda,1995,6.17,3.77,46.5
Rwanda,1996,6.05,4.43,47.5
Rwanda,1997,5.94,5.39,46.5
Rwanda,1998,5.84,7.29,47.7
Rwanda,1999,5.74,5.05,49
Rwanda,2000,5.64,3.54,49.6
Rwanda,2001,5.54,4.22,50.8
Rwanda,2002,5.45,4.21,52.3
Rwanda,2003,5.35,6.97,53.8
Rwanda,2004,5.24,7.73,55.4
Rwanda,2005,5.14,10.3,57
Rwanda,2006,5.02,16.5,58.7
Rwanda,2007,4.9,17.2,60.3
Rwanda,2008,4.77,20.9,61.8
Rwanda,2009,4.64,25.1,63.1
Rwanda,2010,4.52,27.8,64.3
Samoa,1995,4.75,39.6,71.1
Samoa,1996,4.69,51.6,71.1
Samoa,1997,4.64,56.4,71.3
Samoa,1998,4.59,54.1,71.5
Samoa,1999,4.54,62.8,71.6
Samoa,2000,4.5,60.6,71.7
Samoa,2001,4.48,58.3,71.8
Samoa,2002,4.46,65.4,72
Samoa,2003,4.45,73.5,72.1
Samoa,2004,4.46,86.5,72.2
Samoa,2005,4.46,92.7,72.2
Samoa,2006,4.46,110,72.4
Samoa,2007,4.45,142,72.4
Samoa,2008,4.43,144,72.5
Samoa,2009,4.39,132,70.3
Samoa,2010,4.34,179,72.5
Sao Tome and Principe,1995,5.55,21.6,63.8
Sao Tome and Principe,1996,5.49,19.4,63.6
Sao Tome and Principe,1997,5.44,19.3,63.7
Sao Tome and Principe,1998,5.38,14.7,63.8
Sao Tome and Principe,1999,5.33,20.5,64.2
Sao Tome and Principe,2000,5.28,19.6,64.6
Sao Tome and Principe,2001,5.23,19.1,65
Sao Tome and Principe,2002,5.17,21.4,65.3
Sao Tome and Principe,2003,5.12,39.9,65.8
Sao Tome and Principe,2004,5.07,37,66
Sao Tome and Principe,2005,5.02,43.3,66.1
Sao Tome and Principe,2006,4.97,32.3,66.8
Sao Tome and Principe,2007,4.93,33,67.3
Sao Tome and Principe,2008,4.88,35.6,67.7
Sao Tome and Principe,2009,4.84,37.3,68.4
Sao Tome and Principe,2010,4.79,34.5,68.9
Saudi Arabia,1995,4.98,119,73.6
Saudi Arabia,1996,4.75,136,73.8
Saudi Arabia,1997,4.53,152,74
Saudi Arabia,1998,4.33,147,74.3
Saudi Arabia,1999,4.14,231,74.5
Saudi Arabia,2000,3.97,287,74.7
Saudi Arabia,2001,3.83,288,74.8
Saudi Arabia,2002,3.71,272,74.7
Saudi Arabia,2003,3.6,278,74.7
Saudi Arabia,2004,3.51,286,74.8
Saudi Arabia,2005,3.42,339,74.7
Saudi Arabia,2006,3.33,401,74.7
Saudi Arabia,2007,3.24,409,74.7
Saudi Arabia,2008,3.15,375,74.7
Saudi Arabia,2009,3.06,380,74.7
Saudi Arabia,2010,2.96,427,74.8
Senegal,1995,6,7.46,59.1
Senegal,1996,5.88,8.75,59.2
Senegal,1997,5.77,7.56,59.5
Senegal,1998,5.67,8.06,59.7
Senegal,1999,5.57,8.96,60.1
Senegal,2000,5.47,7.85,60.6
Senegal,2001,5.39,8.4,61.2
Senegal,2002,5.31,10.4,61.5
Senegal,2003,5.25,13.9,62.3
Senegal,2004,5.2,16.2,62.8
Senegal,2005,5.16,23.9,63.4
Senegal,2006,5.13,28,63.9
Senegal,2007,5.11,31.7,64.5
Senegal,2008,5.1,35.5,65.1
Senegal,2009,5.08,32.5,65.5
Senegal,2010,5.06,32.5,65.9
Serbia,1995,1.89,55.1,71.1
Serbia,1996,1.86,91,71.1
Serbia,1997,1.84,104,71.1
Serbia,1998,1.82,82.2,71.7
Serbia,1999,1.79,89.9,69.4
Serbia,2000,1.77,42,72.1
Serbia,2001,1.74,78.8,72.4
Serbia,2002,1.72,130,72.5
Serbia,2003,1.69,163,72.4
Serbia,2004,1.66,189,72.6
Serbia,2005,1.64,203,72.7
Serbia,2006,1.61,234,73.2
Serbia,2007,1.6,336,73.7
Serbia,2008,1.58,417,73.9
Serbia,2009,1.58,357,74
Serbia,2010,1.58,338,74.4
Seychelles,1995,2.35,300,70.9
Seychelles,1996,2.28,312,71
Seychelles,1997,2.22,372,70.9
Seychelles,1998,2.18,348,71.2
Seychelles,1999,2.16,356,71.4
Seychelles,2000,2.15,311,71.5
Seychelles,2001,2.16,309,71.7
Seychelles,2002,2.18,330,71.9
Seychelles,2003,2.2,373,72.1
Seychelles,2004,2.22,401,72.1
Seychelles,2005,2.25,411,72.4
Seychelles,2006,2.27,428,72.7
Seychelles,2007,2.29,381,72.8
Seychelles,2008,2.32,332,73
Seychelles,2009,2.34,280,73
Seychelles,2010,2.36,339,73.2
Sierra Leone,1995,6.61,3.02,49.7
Sierra Leone,1996,6.56,3.18,51
Sierra Leone,1997,6.51,3.3,50.9
Sierra Leone,1998,6.46,2.11,48.9
Sierra Leone,1999,6.39,3.05,49.2
Sierra Leone,2000,6.32,3.18,50.9
Sierra Leone,2001,6.24,4,51.4
Sierra Leone,2002,6.16,4.48,51.5
Sierra Leone,2003,6.07,4.73,51.8
Sierra Leone,2004,5.97,3.2,52.1
Sierra Leone,2005,5.86,4.38,52.6
Sierra Leone,2006,5.75,4.01,53
Sierra Leone,2007,5.62,2.82,53.5
Sierra Leone,2008,5.49,4.58,54.1
Sierra Leone,2009,5.35,4.75,54.6
Sierra Leone,2010,5.2,4.82,55.4
Singapore,1995,1.67,368,77.3
Singapore,1996,1.66,375,77.8
Singapore,1997,1.61,367,78.2
Singapore,1998,1.48,379,78.6
Singapore,1999,1.47,332,79
Singapore,2000,1.6,298,79.3
Singapore,2001,1.41,273,79.6
Singapore,2002,1.37,241,80
Singapore,2003,1.27,320,80.6
Singapore,2004,1.26,283,80.9
Singapore,2005,1.26,302,81.1
Singapore,2006,1.28,323,81.5
Singapore,2007,1.29,367,81.9
Singapore,2008,1.28,458,82.2
Singapore,2009,1.26,553,82.9
Singapore,2010,1.26,629,83.2
Slovak Republic,1995,1.63,196,72.5
Slovak Republic,1996,1.53,225,73
Slovak Republic,1997,1.45,211,72.8
Slovak Republic,1998,1.38,215,72.8
Slovak Republic,1999,1.31,196,73.1
Slovak Republic,2000,1.27,186,73.5
Slovak Republic,2001,1.24,193,73.7
Slovak Republic,2002,1.23,228,73.9
Slovak Republic,2003,1.22,318,74
Slovak Republic,2004,1.23,417,74.4
Slovak Republic,2005,1.25,466,74.3
Slovak Republic,2006,1.27,520,74.5
Slovak Republic,2007,1.29,720,74.5
Slovak Republic,2008,1.32,948,74.9
Slovak Republic,2009,1.34,968,75.2
Slovak Republic,2010,1.36,930,75.6
Slovenia,1995,1.27,610,74.7
Slovenia,1996,1.25,619,75
Slovenia,1997,1.24,598,75.2
Slovenia,1998,1.22,647,75.3
Slovenia,1999,1.21,664,75.6
Slovenia,2000,1.21,614,76
Slovenia,2001,1.21,646,76.2
Slovenia,2002,1.22,734,76.5
Slovenia,2003,1.24,904,76.5
Slovenia,2004,1.27,1030,77
