country,year,children_per_woman_total_fertility,government_health_spending_per_person_us,life_expectancy_years
Slovenia,2005,1.31,1080,77.7
Slovenia,2006,1.36,1160,78
Slovenia,2007,1.4,1320,78.2
Slovenia,2008,1.44,1660,78.6
Slovenia,2009,1.48,1640,79.1
Slovenia,2010,1.52,1590,79.5
Solomon Islands,1995,5.2,43.9,61
Solomon Islands,1996,5.08,43,61.2
Solomon Islands,1997,4.97,46,61.3
Solomon Islands,1998,4.87,39.9,61.4
Solomon Islands,1999,4.79,43,61.5
Solomon Islands,2000,4.72,45.8,61.5
Solomon Islands,2001,4.67,58.7,61.3
Solomon Islands,2002,4.62,46,61.2
Solomon Islands,2003,4.58,42.2,61.1
Solomon Islands,2004,4.54,42.6,61
Solomon Islands,2005,4.5,68,61
Solomon Islands,2006,4.46,59,61.1
Solomon Islands,2007,4.41,63.9,61
Solomon Islands,2008,4.36,65.8,61.4
Solomon Islands,2009,4.3,95.5,61.4
Solomon Islands,2010,4.24,99.6,61.7
South Africa,1995,3.11,107,64.4
South Africa,1996,3.04,97.4,62.8
South Africa,1997,2.97,111,60.8
South Africa,1998,2.92,104,59.3
South Africa,1999,2.87,108,57.7
South Africa,2000,2.83,102,55.6
South Africa,2001,2.79,90.5,54.9
South Africa,2002,2.76,81.5,53.8
South Africa,2003,2.73,126,52.8
South Africa,2004,2.7,151,52.3
South Africa,2005,2.68,175,52
South Africa,2006,2.66,184,52
South Africa,2007,2.64,202,52.6
South Africa,2008,2.62,203,53.4
South Africa,2009,2.6,228,54.5
South Africa,2010,2.59,286,56.1
Spain,1995,1.21,814,78
Spain,1996,1.2,852,78.2
Spain,1997,1.2,769,78.7
Spain,1998,1.2,799,78.9
Spain,1999,1.21,816,78.9
Spain,2000,1.23,745,79.4
Spain,2001,1.25,771,79.7
Spain,2002,1.28,859,79.8
Spain,2003,1.3,1210,79.6
Spain,2004,1.33,1410,80.2
Spain,2005,1.35,1520,80.5
Spain,2006,1.37,1670,80.9
Spain,2007,1.38,1950,81
Spain,2008,1.38,2270,81.3
Spain,2009,1.38,2230,81.7
Spain,2010,1.37,2100,82
Sri Lanka,1995,2.29,11.5,70.7
Sri Lanka,1996,2.27,12.1,70.7
Sri Lanka,1997,2.25,12.3,70.4
Sri Lanka,1998,2.24,15.8,71.2
Sri Lanka,1999,2.24,14.4,71.6
Sri Lanka,2000,2.24,15.8,71.6
Sri Lanka,2001,2.25,14.3,72.7
Sri Lanka,2002,2.26,14.8,73.6
Sri Lanka,2003,2.27,16,73.7
Sri Lanka,2004,2.28,20.6,69.3
Sri Lanka,2005,2.28,23.4,73.8
Sri Lanka,2006,2.28,27.9,74.2
Sri Lanka,2007,2.27,29.4,74.4
Sri Lanka,2008,2.26,31.7,73.7
Sri Lanka,2009,2.23,30.1,74
Sri Lanka,2010,2.2,31.3,74.7
St. Lucia,1995,2.89,116,71.7
St. Lucia,1996,2.77,135,72
St. Lucia,1997,2.64,121,72.4
St. Lucia,1998,2.5,133,72.9
St. Lucia,1999,2.35,138,73.3
St. Lucia,2000,2.2,143,73.8
St. Lucia,2001,2.06,151,74.1
St. Lucia,2002,1.93,151,74.1
St. Lucia,2003,1.83,146,74
St. Lucia,2004,1.74,160,74.2
St. Lucia,2005,1.68,164,74.3
St. Lucia,2006,1.63,198,74.6
St. Lucia,2007,1.6,195,75
St. Lucia,2008,1.57,239,75.4
St. Lucia,2009,1.56,294,75.5
St. Lucia,2010,1.54,282,75.6
St. Vincent and the Grenadines,1995,2.7,93.2,71.4
St. Vincent and the Grenadines,1996,2.64,98,71
St. Vincent and the Grenadines,1997,2.58,106,70.9
St. Vincent and the Grenadines,1998,2.51,99.5,71
St. Vincent and the Grenadines,1999,2.44,106,71.1
St. Vincent and the Grenadines,2000,2.38,113,71.2
St. Vincent and the Grenadines,2001,2.32,118,71.7
St. Vincent and the Grenadines,2002,2.27,138,71.7
St. Vincent and the Grenadines,2003,2.23,143,72.2
St. Vincent and the Grenadines,2004,2.2,145,72.3
St. Vincent and the Grenadines,2005,2.17,150,72.4
St. Vincent and the Grenadines,2006,2.15,179,72.6
St. Vincent and the Grenadines,2007,2.13,202,72.8
St. Vincent and the Grenadines,2008,2.11,251,73
St. Vincent and the Grenadines,2009,2.09,241,73
St. Vincent and the Grenadines,2010,2.07,240,72.9
Sudan,1995,5.83,2.08,61.2
Sudan,1996,5.76,2.77,61.5
Sudan,1997,5.68,3.09,61.7
Sudan,1998,5.61,3.22,62.1
Sudan,1999,5.54,2.4,62.8
Sudan,2000,5.47,3.32,63.4
Sudan,2001,5.4,3.72,63.8
Sudan,2002,5.33,4.22,64
Sudan,2003,5.27,5.54,64.3
Sudan,2004,5.2,7.59,64.3
Sudan,2005,5.14,9.77,65.7
Sudan,2006,5.09,14.9,66.1
Sudan,2007,5.03,23.1,66.5
Sudan,2008,4.98,32,67
Sudan,2009,4.93,25.9,67.3
Sudan,2010,4.88,25,67.7
Suriname,1995,3.01,42.6,69.9
Suriname,1996,3,61.3,69.9
Suriname,1997,2.97,69.1,70
Suriname,1998,2.94,95,69.8
Suriname,1999,2.9,77.5,69.6
Suriname,2000,2.86,74,69.5
Suriname,2001,2.82,62.6,69.5
Suriname,2002,2.78,79.9,69.4
Suriname,2003,2.75,87.7,69.5
Suriname,2004,2.71,100,69.6
Suriname,2005,2.67,125,69.9
Suriname,2006,2.64,165,70.2
Suriname,2007,2.61,171,70.6
Suriname,2008,2.58,186,70.8
Suriname,2009,2.55,238,71.3
Suriname,2010,2.52,235,71.4
Sweden,1995,1.73,1980,78.9
Sweden,1996,1.6,2230,79.1
Sweden,1997,1.53,1970,79.4
Sweden,1998,1.52,2000,79.5
Sweden,1999,1.51,2050,79.6
Sweden,2000,1.56,1940,79.8
Sweden,2001,1.58,1840,79.8
Sweden,2002,1.67,2110,80
Sweden,2003,1.73,2680,80.3
Sweden,2004,1.77,2980,80.2
Sweden,2005,1.79,3020,80.6
Sweden,2006,1.87,3190,80.8
Sweden,2007,1.89,3670,80.9
Sweden,2008,1.92,3970,81
Sweden,2009,1.94,3540,81.2
Sweden,2010,1.99,3820,81.5
Switzerland,1995,1.52,2290,78.8
Switzerland,1996,1.5,2320,79.4
Switzerland,1997,1.49,2030,79.5
Switzerland,1998,1.47,2110,79.8
Switzerland,1999,1.45,2110,80.1
Switzerland,2000,1.44,1950,80.1
Switzerland,2001,1.43,2110,80.5
Switzerland,2002,1.42,2390,80.7
Switzerland,2003,1.42,2880,80.9
Switzerland,2004,1.42,3210,81.3
Switzerland,2005,1.43,3310,81.5
Switzerland,2006,1.44,3290,81.7
Switzerland,2007,1.46,3590,81.9
Switzerland,2008,1.47,4160,82.2
Switzerland,2009,1.49,4290,82.2
Switzerland,2010,1.5,4610,82.5
Syria,1995,4.51,20.5,70.6
Syria,1996,4.41,21.1,70.8
Syria,1997,4.32,20.9,71.1
Syria,1998,4.23,21.7,71.4
Syria,1999,4.14,22.5,71.9
Syria,2000,4.04,23.9,72.5
Syria,2001,3.94,25.5,73.2
Syria,2002,3.84,26.2,73.6
Syria,2003,3.74,29.1,74.4
Syria,2004,3.65,29.1,74.7
Syria,2005,3.56,31.6,75
Syria,2006,3.47,32.2,75.3
Syria,2007,3.39,38.9,75.5
Syria,2008,3.33,41.8,75.4
Syria,2009,3.26,43.9,75.7
Syria,2010,3.21,44.4,75.8
Tajikistan,1995,4.59,1.27,65.1
Tajikistan,1996,4.46,2.31,64.4
Tajikistan,1997,4.33,2.48,66.2
Tajikistan,1998,4.19,2.5,66.6
Tajikistan,1999,4.05,1.85,67.5
Tajikistan,2000,3.91,1.32,67.8
Tajikistan,2001,3.78,1.65,68.2
Tajikistan,2002,3.68,1.76,68.5
Tajikistan,2003,3.59,2.23,68.9
Tajikistan,2004,3.53,3.06,69.2
Tajikistan,2005,3.5,4.1,69.2
Tajikistan,2006,3.49,4.9,69.3
Tajikistan,2007,3.49,6.67,69.4
Tajikistan,2008,3.49,10.6,69.6
Tajikistan,2009,3.5,10.8,69.7
Tajikistan,2010,3.51,13.1,69.8
Tanzania,1995,5.88,2.69,52.8
Tanzania,1996,5.83,2.86,52.6
Tanzania,1997,5.78,3.86,52.6
Tanzania,1998,5.74,4.06,52.8
Tanzania,1999,5.71,3.83,53.1
Tanzania,2000,5.69,4.38,53.5
Tanzania,2001,5.68,4.77,54.1
Tanzania,2002,5.67,4.61,54.8
Tanzania,2003,5.66,5.88,55.4
Tanzania,2004,5.65,5.18,56.1
Tanzania,2005,5.64,6.87,56.7
Tanzania,2006,5.62,13.8,57.4
Tanzania,2007,5.58,15,58.3
Tanzania,2008,5.54,16.5,59.3
Tanzania,2009,5.49,17.9,60
Tanzania,2010,5.43,20.8,60.9
Thailand,1995,1.87,46.8,70.3
Thailand,1996,1.82,54.7,70.1
Thailand,1997,1.78,53.4,71
Thailand,1998,1.74,37.1,71.4
Thailand,1999,1.71,37.7,71.3
Thailand,2000,1.67,37,71.8
Thailand,2001,1.64,33.8,72.6
Thailand,2002,1.62,46.1,73
Thailand,2003,1.6,49.9,73.6
Thailand,2004,1.58,55.7,73.8
Thailand,2005,1.57,60.4,74.8
Thailand,2006,1.56,78.2,75.4
Thailand,2007,1.56,99.1,75.9
Thailand,2008,1.55,121,76.3
Thailand,2009,1.55,119,76.8
Thailand,2010,1.55,134,77
Timor-Leste,1995,6.38,31.3,62.3
Timor-Leste,1996,6.63,23.6,63.9
Timor-Leste,1997,6.83,38.5,63.2
Timor-Leste,1998,6.99,24.7,63.7
Timor-Leste,1999,7.08,22.2,58.5
Timor-Leste,2000,7.11,23.9,65.3
Timor-Leste,2001,7.09,25.5,65.8
Timor-Leste,2002,7.04,24.4,66.1
Timor-Leste,2003,6.97,26.1,66.5
Timor-Leste,2004,6.88,28.1,67.1
Timor-Leste,2005,6.79,39.4,67.7
Timor-Leste,2006,6.69,44.2,68.2
Timor-Leste,2007,6.59,43,68.8
Timor-Leste,2008,6.48,44.4,69.3
Timor-Leste,2009,6.36,42.6,69.7
Timor-Leste,2010,6.23,31.7,70
Togo,1995,5.76,5.99,57.4
Togo,1996,5.67,5.95,57.3
Togo,1997,5.59,5.25,57
Togo,1998,5.52,6.01,56.9
Togo,1999,5.46,5.01,57
Togo,2000,5.41,4.08,56.9
Togo,2001,5.36,3.33,56.7
Togo,2002,5.32,2.64,56.8
Togo,2003,5.28,4.66,56.7
Togo,2004,5.23,6.16,56.9
Togo,2005,5.18,7.41,56.9
Togo,2006,5.12,8.99,57.5
Togo,2007,5.06,9.62,57.7
Togo,2008,5,13.2,58
Togo,2009,4.94,17.6,58.6
Togo,2010,4.87,18,59.2
Tonga,1995,4.45,56.4,70.6
Tonga,1996,4.39,63.8,70.6
Tonga,1997,4.34,66.8,70.5
Tonga,1998,4.3,62.5,70.7
Tonga,1999,4.27,75.2,70.7
Tonga,2000,4.25,64.5,70.7
Tonga,2001,4.24,72.6,70.7
Tonga,2002,4.22,69.9,70.7
Tonga,2003,4.2,88.1,70.7
Tonga,2004,4.18,95.3,70.7
Tonga,2005,4.14,146,70.8
Tonga,2006,4.1,138,70.8
Tonga,2007,4.06,174,70.9
Tonga,2008,4.01,176,70.9
Tonga,2009,3.96,115,68.8
Tonga,2010,3.91,140,71
Trinidad and Tobago,1995,1.96,94.3,69.8
Trinidad and Tobago,1996,1.9,90.1,69.7
Trinidad and Tobago,1997,1.84,86.7,70.3
Trinidad and Tobago,1998,1.8,68.5,70
Trinidad and Tobago,1999,1.77,100,69.8
Trinidad and Tobago,2000,1.75,106,70.4
Trinidad and Tobago,2001,1.74,133,70.6
Trinidad and Tobago,2002,1.74,168,71.1
Trinidad and Tobago,2003,1.75,208,71.1
Trinidad and Tobago,2004,1.76,233,71.5
Trinidad and Tobago,2005,1.77,364,71.9
Trinidad and Tobago,2006,1.78,371,72.6
Trinidad and Tobago,2007,1.79,387,72.8
Trinidad and Tobago,2008,1.8,444,72.4
Trinidad and Tobago,2009,1.8,514,73
Trinidad and Tobago,2010,1.81,516,73.6
Tunisia,1995,2.61,64.1,73.1
Tunisia,1996,2.49,65.3,73.4
Tunisia,1997,2.38,61.1,73.4
Tunisia,1998,2.29,64,73.6
Tunisia,1999,2.21,66.2,73.9
Tunisia,2000,2.14,67.2,74.3
Tunisia,2001,2.09,65.5,74.6
Tunisia,2002,2.05,67.3,74.8
Tunisia,2003,2.02,80,75.2
Tunisia,2004,2,92.5,75.5
Tunisia,2005,1.99,93.3,75.8
Tunisia,2006,2,101,76.1
Tunisia,2007,2.02,113,76.3
Tunisia,2008,2.06,133,76.5
Tunisia,2009,2.1,133,76.7
Tunisia,2010,2.14,129,77
Turkey,1995,2.76,67.2,70.3
Turkey,1996,2.71,80.7,71
Turkey,1997,2.66,93,71.7
Turkey,1998,2.61,111,72.3
Turkey,1999,2.56,114,72.3
Turkey,2000,2.5,129,74.1
Turkey,2001,2.45,105,74.8
Turkey,2002,2.4,133,75.4
Turkey,2003,2.35,174,75.9
Turkey,2004,2.31,221,76.5
Turkey,2005,2.27,259,76.7
Turkey,2006,2.24,301,77
Turkey,2007,2.21,375,77.4
Turkey,2008,2.19,455,77.7
Turkey,2009,2.17,432,77.5
Turkey,2010,2.16,510,77.6
Turkmenistan,1995,3.51,26,64.8
Turkmenistan,1996,3.32,12.6,64.6
Turkmenistan,1997,3.15,21.5,64.7
Turkmenistan,1998,3.01,22.8,65.1
Turkmenistan,1999,2.9,20.7,65.9
Turkmenistan,2000,2.82,35.9,66.7
Turkmenistan,2001,2.77,42.9,67.1
Turkmenistan,2002,2.73,46,67.1
Turkmenistan,2003,2.7,66.6,66.9
Turkmenistan,2004,2.67,73.2,66.5
Turkmenistan,2005,2.65,73.1,66.1
Turkmenistan,2006,2.65,68.9,66.3
Turkmenistan,2007,2.67,74.2,66.8
Turkmenistan,2008,2.71,41.1,67.6
Turkmenistan,2009,2.77,54.7,68.8
Turkmenistan,2010,2.83,63,69.6
Uganda,1995,7.02,4.47,46.9
Uganda,1996,6.99,4.65,47
Uganda,1997,6.97,5,47.5
Uganda,1998,6.94,4.26,47.9
Uganda,1999,6.9,4.91,48.6
Uganda,2000,6.87,4.19,49.1
Uganda,2001,6.82,4.64,50
Uganda,2002,6.77,5.2,50.7
Uganda,2003,6.72,5.28,51.5
Uganda,2004,6.65,5.92,52.5
Uganda,2005,6.58,7.26,53.8
Uganda,2006,6.51,7.02,54.9
Uganda,2007,6.42,7.33,55.9
Uganda,2008,6.34,7.79,57
Uganda,2009,6.25,9.59,58.1
Uganda,2010,6.15,10.2,59.1
Ukraine,1995,1.41,30,66.7
Ukraine,1996,1.34,34.3,67
Ukraine,1997,1.27,34,67.8
Ukraine,1998,1.22,29.7,68.8
Ukraine,1999,1.17,18.8,68.4
Ukraine,2000,1.15,18.5,68
Ukraine,2001,1.14,24.1,68.3
Ukraine,2002,1.15,31,68.2
Ukraine,2003,1.17,42.5,68.3
Ukraine,2004,1.2,53.1,68
Ukraine,2005,1.25,70,67.8
Ukraine,2006,1.3,89.8,68.5
Ukraine,2007,1.34,121,68.1
Ukraine,2008,1.38,150,68.3
Ukraine,2009,1.42,110,70.1
Ukraine,2010,1.45,133,70.8
United Arab Emirates,1995,3.42,583,72.1
United Arab Emirates,1996,3.23,580,72.3
United Arab Emirates,1997,3.06,588,72.4
United Arab Emirates,1998,2.91,565,72.2
United Arab Emirates,1999,2.77,559,71.9
United Arab Emirates,2000,2.64,577,71.8
United Arab Emirates,2001,2.53,638,71.8
United Arab Emirates,2002,2.43,578,72.1
United Arab Emirates,2003,2.33,611,72
United Arab Emirates,2004,2.24,588,72
United Arab Emirates,2005,2.15,608,72.5
United Arab Emirates,2006,2.07,659,72.6
United Arab Emirates,2007,2.01,718,72.6
United Arab Emirates,2008,1.95,1010,72.8
United Arab Emirates,2009,1.9,1310,72.9
United Arab Emirates,2010,1.87,1080,72.9
United Kingdom,1995,1.76,1140,76.7
United Kingdom,1996,1.74,1190,77
United Kingdom,1997,1.73,1240,77.2
United Kingdom,1998,1.71,1330,77.4
United Kingdom,1999,1.69,1420,77.6
United Kingdom,2000,1.68,1390,78
United Kingdom,2001,1.67,1440,78.2
United Kingdom,2002,1.67,1640,78.3
United Kingdom,2003,1.69,1940,78.5
United Kingdom,2004,1.72,2390,79
United Kingdom,2005,1.76,2550,79.3
United Kingdom,2006,1.8,2780,79.4
United Kingdom,2007,1.84,3160,79.7
United Kingdom,2008,1.86,3130,79.8
United Kingdom,2009,1.88,2900,80.2
United Kingdom,2010,1.89,2940,80.4
United States,1995,1.98,1680,75.9
United States,1996,1.98,1750,76.3
United States,1997,1.97,1810,76.6
United States,1998,2,1840,76.8
United States,1999,2.01,1920,76.8
United States,2000,2.05,2030,76.9
United States,2001,2.03,2230,76.9
United States,2002,2.02,2410,77
United States,2003,2.05,2610,77.2
United States,2004,2.06,2790,77.5
United States,2005,2.06,2950,77.6
United States,2006,2.11,3170,77.8
United States,2007,2.12,3360,78
United States,2008,2.07,3550,78.2
United States,2009,2,3800,78.4
United States,2010,1.93,4440,78.7
Uruguay,1995,2.4,410,73.5
Uruguay,1996,2.36,362,73.8
Uruguay,1997,2.33,258,74
Uruguay,1998,2.29,288,74
Uruguay,1999,2.27,461,74.2
Uruguay,2000,2.24,422,74.6
Uruguay,2001,2.22,380,74.9
Uruguay,2002,2.21,239,74.9
Uruguay,2003,2.19,178,74.9
Uruguay,2004,2.17,172,75.1
Uruguay,2005,2.16,219,75.5
Uruguay,2006,2.14,262,76
Uruguay,2007,2.13,307,75.5
Uruguay,2008,2.11,460,76.1
Uruguay,2009,2.09,514,76.4
Uruguay,2010,2.08,669,76.4
Uzbekistan,1995,3.53,15.8,67.7
Uzbekistan,1996,3.36,21.8,67.6
Uzbekistan,1997,3.19,20.6,67.6
Uzbekistan,1998,3.03,18.2,67.3
Uzbekistan,1999,2.87,19.6,67.4
Uzbekistan,2000,2.74,14,67.3
Uzbekistan,2001,2.64,11.8,67.3
Uzbekistan,2002,2.56,9.26,67.1
Uzbekistan,2003,2.51,9.46,67
Uzbekistan,2004,2.48,10.6,66.8
Uzbekistan,2005,2.46,12.6,66.8
Uzbekistan,2006,2.46,15.9,67.3
Uzbekistan,2007,2.46,19.3,67.7
Uzbekistan,2008,2.46,26.3,68
Uzbekistan,2009,2.46,33.1,68.5
Uzbekistan,2010,2.44,39.1,68.8
Vanuatu,1995,4.73,31.7,63
Vanuatu,1996,4.68,26.6,63.1
Vanuatu,1997,4.61,35.8,61.9
Vanuatu,1998,4.54,44.8,63.2
Vanuatu,1999,4.46,39,62.8
Vanuatu,2000,4.37,40.2,63.4
Vanuatu,2001,4.27,38,63.3
Vanuatu,2002,4.16,39.3,63.3
Vanuatu,2003,4.06,43.4,63.3
Vanuatu,2004,3.95,45.8,63.4
Vanuatu,2005,3.85,44.4,63.4
Vanuatu,2006,3.76,50.8,63.5
Vanuatu,2007,3.68,77.5,63.6
Vanuatu,2008,3.61,98,63.7
Vanuatu,2009,3.55,110,63.8
Vanuatu,2010,3.5,143,64
Venezuela,1995,3.08,61.2,72.4
Venezuela,1996,3.02,45,73
Venezuela,1997,2.97,51.8,73.7
Venezuela,1998,2.92,57.1,73.7
Venezuela,1999,2.87,85.8,70.1
Venezuela,2000,2.82,114,74
Venezuela,2001,2.78,120,74
Venezuela,2002,2.74,81.7,74
Venezuela,2003,2.7,72.5,73.5
Venezuela,2004,2.66,99,74.7
Venezuela,2005,2.63,128,75.2
Venezuela,2006,2.6,162,75.2
Venezuela,2007,2.56,222,75
Venezuela,2008,2.53,269,74.7
Venezuela,2009,2.5,276,74.8
Venezuela,2010,2.47,232,75.3
Vietnam,1995,2.71,4.92,70.2
Vietnam,1996,2.53,5.36,70.5
Vietnam,1997,2.36,5.66,70.7
Vietnam,1998,2.21,6.12,71.1
Vietnam,1999,2.1,6.32,71.3
Vietnam,2000,2.01,6.47,71.5
Vietnam,2001,1.95,7.21,71.7
Vietnam,2002,1.92,6.83,71.9
Vietnam,2003,1.9,8.15,72.1
Vietnam,2004,1.89,8.37,72.3
Vietnam,2005,1.89,9.84,72.5
Vietnam,2006,1.9,15.3,72.7
Vietnam,2007,1.91,23.4,72.8
Vietnam,2008,1.92,23.8,73
Vietnam,2009,1.94,28.9,73.2
Vietnam,2010,1.95,31.4,73.5
Yemen,1995,7.53,12.4,60.9
Yemen,1996,7.25,11,61.2
Yemen,1997,6.99,9.44,61.7
Yemen,1998,6.74,10.1,62.2
Yemen,1999,6.51,10.8,62.8
Yemen,2000,6.31,13.6,63.3
Yemen,2001,6.13,14.3,63.9
Yemen,2002,5.95,14.2,64.4
Yemen,2003,5.78,16.6,64.8
Yemen,2004,5.6,14.5,65.3
Yemen,2005,5.43,14.3,65.9
Yemen,2006,5.25,16.3,66.4
Yemen,2007,5.09,17.1,66.8
Yemen,2008,4.94,21.1,67.2
Yemen,2009,4.8,16.8,67.5
Yemen,2010,4.67,15.3,68
Zambia,1995,6.19,13.2,46.1
Zambia,1996,6.15,13,45.7
Zambia,1997,6.12,16.8,45.5
Zambia,1998,6.09,13.6,45.5
Zambia,1999,6.07,9.02,45.6
Zambia,2000,6.04,9.23,46
Zambia,2001,6,11.7,46.1
Zambia,2002,5.96,14.7,47
Zambia,2003,5.92,16.2,47.6
Zambia,2004,5.86,18.4,48.4
Zambia,2005,5.79,24.1,49.3
Zambia,2006,5.72,35,50.2
Zambia,2007,5.64,31.1,51.5
Zambia,2008,5.56,43.2,53
Zambia,2009,5.48,36.7,54.5
Zambia,2010,5.4,43.9,56